H,CJJ,"Juvenile Justice Facility (LEA): ""Yes"" indicates LEA contains at least one JJ facility; ""No"" indicates LEA does not contain any JJ facilities",,
I,LEA_HSE_IND,High School Equivalency Exam Preparation Program Provided by the LEA Indicator: Does the LEA provide a high school equivalency exam preparation program for students ages 16-19?,,
J,LEA_HSEPART_HI_M,Student participants in high school equivalency exam preparation Program (LEA):  Hispanic Male,,
K,LEA_HSEPART_HI_F,Student participants in high school equivalency exam preparation Program (LEA):  Hispanic Female,,
L,LEA_HSEPART_AM_M,Student participants in high school equivalency exam preparation Program (LEA):  American Indian/Alaska Native Male,,
M,LEA_HSEPART_AM_F,Student participants in high school equivalency exam preparation Program (LEA):  American Indian/Alaska Native Female,,
N,LEA_HSEPART_AS_M,Student participants in high school equivalency exam preparation Program (LEA):  Asian Male,,
O,LEA_HSEPART_AS_F,Student participants in high school equivalency exam preparation Program (LEA):  Asian Female,,
P,LEA_HSEPART_HP_M,Student participants in high school equivalency exam preparation Program (LEA):  Native Hawaiian/Pacific Islander Male,,
Q,LEA_HSEPART_HP_F,Student participants in high school equivalency exam preparation Program (LEA):  Native Hawaiian/Pacific Islander Female,,
R,LEA_HSEPART_BL_M,Student participants in high school equivalency exam preparation Program (LEA):  Black Male,,
S,LEA_HSEPART_BL_F,Student participants in high school equivalency exam preparation Program (LEA):  Black Female,,
T,LEA_HSEPART_WH_M,Student participants in high school equivalency exam preparation Program (LEA):  White Male,,
U,LEA_HSEPART_WH_F,Student participants in high school equivalency exam preparation Program (LEA):  White Female,,
V,LEA_HSEPART_TR_M,Student participants in high school equivalency exam preparation Program (LEA):  Two or More Races Male,,
W,LEA_HSEPART_TR_F,Student participants in high school equivalency exam preparation Program (LEA):  Two or More Races Female,,
X,TOT_HSEPART_M,Student participants in high school equivalency exam preparation Program (LEA): Calculated Male Total,,
Y,TOT_HSEPART_F,Student participants in high school equivalency exam preparation Program (LEA): Calculated Female Total,,
Z,LEA_HSEPART_LEP_M,Student participants in high school equivalency exam preparation Program (LEA):  LEP Male,,
AA,LEA_HSEPART_LEP_F,Student participants in high school equivalency exam preparation Program (LEA):  LEP Female,,
AB,LEA_HSEPART_IDEA_M,Student participants in high school equivalency exam preparation Program (LEA):  IDEA Male,,
AC,LEA_HSEPART_IDEA_F,Student participants in high school equivalency exam preparation Program (LEA):  IDEA Female,,

Column Finder,Field Name,Field Description,,
A,LEA_STATE,State Abbreviation,,
B,LEA_STATE_NAME,State Name,,
C,LEAID,7 Digit LEAID District Identification Code,,
D,LEA_NAME,District Name,,
E,LEA_ADDRESS,District Address,,
F,LEA_CITY,District City,,
G,LEA_ZIP,District Zip code,,
H,CJJ,"Juvenile Justice Facility (LEA): ""Yes"" indicates LEA contains at least one JJ facility; ""No"" indicates LEA does not contain any JJ facilities",,
I,LEA_DISTED_IND,Distance Education Enrollment Indicator (LEA): Does the LEA have any students enrolled in any distance educational courses?,,
J,LEA_DISTEDENR_HI_M,Distance Education Enrollment (LEA):  Hispanic Male ,,
K,LEA_DISTEDENR_HI_F,Distance Education Enrollment (LEA):  Hispanic Female ,,
L,LEA_DISTEDENR_AM_M,Distance Education Enrollment (LEA):  American Indian/Alaska Native Male ,,
M,LEA_DISTEDENR_AM_F,Distance Education Enrollment (LEA):  American Indian/Alaska Native Female ,,
N,LEA_DISTEDENR_AS_M,Distance Education Enrollment (LEA):  Asian Male ,,
O,LEA_DISTEDENR_AS_F,Distance Education Enrollment (LEA):  Asian Female ,,
P,LEA_DISTEDENR_HP_M,Distance Education Enrollment (LEA):  Native Hawaiian/Pacific Islander Male ,,
Q,LEA_DISTEDENR_HP_F,Distance Education Enrollment (LEA):  Native Hawaiian/Pacific Islander Female ,,
R,LEA_DISTEDENR_BL_M,Distance Education Enrollment (LEA):  Black Male ,,
S,LEA_DISTEDENR_BL_F,Distance Education Enrollment (LEA):  Black Female ,,
T,LEA_DISTEDENR_WH_M,Distance Education Enrollment (LEA):  White Male ,,
U,LEA_DISTEDENR_WH_F,Distance Education Enrollment (LEA):  White Female ,,
V,LEA_DISTEDENR_TR_M,Distance Education Enrollment (LEA):  Two or More Races Male ,,
W,LEA_DISTEDENR_TR_F,Distance Education Enrollment (LEA):  Two or More Races Female ,,
X,TOT_DISTEDENR_M,Distance Education Enrollment (LEA):  Calculated Male Total,,
Y,TOT_DISTEDENR_F,Distance Education Enrollment (LEA):  Calculated Female Total,,
Z,LEA_DISTEDENR_LEP_M,Distance Education Enrollment (LEA):  LEP Male ,,
AA,LEA_DISTEDENR_LEP_F,Distance Education Enrollment (LEA):  LEP Female ,,
AB,LEA_DISTEDENR_IDEA_M,Distance Education Enrollment (LEA):  IDEA Male ,,
AC,LEA_DISTEDENR_IDEA_F,Distance Education Enrollment (LEA):  IDEA Female ,,

Column Finder,Field Name,Field Description,,
A,LEA_STATE,District State Abbreviation,,
B,LEA_STATE_NAME,District State Name,,
C,LEAID,7 Digit LEAID District Identification Code,,
D,LEA_NAME,District Name,,
E,SCHID,5 Digit School Identification Code,,
F,SCH_NAME,School Name,,
G,COMBOKEY,7 Digit LEAID District Identification Code+5 Digit School Identification Code,,
H,JJ,"Juvenile Justice Facility: ""Yes"" indicates a long-term secure facility; ""No"" indicates not a JJ facility",,
I,SCH_MATHCLASSES_ADVM,Number of Advanced Mathematics Classes,,
J,SCH_MATHCERT_ADVM,Number of Advanced Mathematics Classes Taught by Teachers Certified in Mathematics,,
K,SCH_MATHENR_ADVM_HI_M,Students Enrolled in Advanced Mathematics: Hispanic Male,,
L,SCH_MATHENR_ADVM_HI_F,Students Enrolled in Advanced Mathematics: Hispanic Female,,
M,SCH_MATHENR_ADVM_AM_M,Students Enrolled in Advanced Mathematics: American Indian/Alaska Native Male,,
N,SCH_MATHENR_ADVM_AM_F,Students Enrolled in Advanced Mathematics: American Indian/Alaska Native Female,,
O,SCH_MATHENR_ADVM_AS_M,Students Enrolled in Advanced Mathematics: Asian Male,,
P,SCH_MATHENR_ADVM_AS_F,Students Enrolled in Advanced Mathematics: Asian Female,,
Q,SCH_MATHENR_ADVM_HP_M,Students Enrolled in Advanced Mathematics: Native Hawaiian/Pacific Islander Male,,
R,SCH_MATHENR_ADVM_HP_F,Students Enrolled in Advanced Mathematics: Native Hawaiian/Pacific Islander Female,,
S,SCH_MATHENR_ADVM_BL_M,Students Enrolled in Advanced Mathematics: Black Male,,
T,SCH_MATHENR_ADVM_BL_F,Students Enrolled in Advanced Mathematics: Black Female,,
U,SCH_MATHENR_ADVM_WH_M,Students Enrolled in Advanced Mathematics: White Male,,
V,SCH_MATHENR_ADVM_WH_F,Students Enrolled in Advanced Mathematics: White Female,,
W,SCH_MATHENR_ADVM_TR_M,Students Enrolled in Advanced Mathematics: Two or More Races Male,,
X,SCH_MATHENR_ADVM_TR_F,Students Enrolled in Advanced Mathematics: Two or More Races Female,,
Y,TOT_MATHENR_ADVM_M,Students Enrolled in Advanced Mathematics: Calculated Male Total,,
Z,TOT_MATHENR_ADVM_F,Students Enrolled in Advanced Mathematics: Calculated Female Total,,
AA,SCH_MATHENR_ADVM_LEP_M,Students Enrolled in Advanced Mathematics: LEP Male,,
AB,SCH_MATHENR_ADVM_LEP_F,Students Enrolled in Advanced Mathematics: LEP Female,,
AC,SCH_MATHENR_ADVM_IDEA_M,Students Enrolled in Advanced Mathematics: IDEA Male,,
AD,SCH_MATHENR_ADVM_IDEA_F,Students Enrolled in Advanced Mathematics: IDEA Female,,

Column Finder,Field Name,Field Description,,
A,LEA_STATE,District State Abbreviation,,
B,LEA_STATE_NAME,District State Name,,
C,LEAID,7 Digit LEAID District Identification Code,,
D,LEA_NAME,District Name,,
E,SCHID,5 Digit School Identification Code,,
F,SCH_NAME,School Name,,
G,COMBOKEY,7 Digit LEAID District Identification Code+5 Digit School Identification Code,,
H,JJ,"Juvenile Justice Facility: ""Yes"" indicates a long-term secure facility; ""No"" indicates not a JJ facility",,
I,SCH_APENR_IND,AP Program Indicator: Does this school have any students enrolled in AP courses?,,
J,SCH_APCOURSES,Different AP Courses: How many different AP courses does the school provide?,,
K,SCH_APSEL,AP Course Self-Selection,,
L,SCH_APENR_HI_M,Students Enrolled in at least one AP Course: Hispanic Male,,
M,SCH_APENR_HI_F,Students Enrolled in at least one AP Course: Hispanic Female,,
N,SCH_APENR_AM_M,Students Enrolled in at least one AP Course: American Indian/Alaska Native Male,,
O,SCH_APENR_AM_F,Students Enrolled in at least one AP Course: American Indian/Alaska Native Female,,
P,SCH_APENR_AS_M,Students Enrolled in at least one AP Course: Asian Male,,
Q,SCH_APENR_AS_F,Students Enrolled in at least one AP Course: Asian Female,,
R,SCH_APENR_HP_M,Students Enrolled in at least one AP Course: Native Hawaiian/Pacific Islander Male,,
S,SCH_APENR_HP_F,Students Enrolled in at least one AP Course: Native Hawaiian/Pacific Islander Female,,
T,SCH_APENR_BL_M,Students Enrolled in at least one AP Course: Black Male,,
U,SCH_APENR_BL_F,Students Enrolled in at least one AP Course: Black Female,,
V,SCH_APENR_WH_M,Students Enrolled in at least one AP Course: White Male,,
W,SCH_APENR_WH_F,Students Enrolled in at least one AP Course: White Female,,
X,SCH_APENR_TR_M,Students Enrolled in at least one AP Course: Two or More Races Male,,
Y,SCH_APENR_TR_F,Students Enrolled in at least one AP Course: Two or More Races Female,,
Z,TOT_APENR_M,Students Enrolled in at least one AP Course: Calculated Male Total,,
AA,TOT_APENR_F,Students Enrolled in at least one AP Course: Calculated Female Total,,
AB,SCH_APENR_LEP_M,Students Enrolled in at least one AP Course: LEP Male,,
AC,SCH_APENR_LEP_F,Students Enrolled in at least one AP Course: LEP Female,,
AD,SCH_APENR_IDEA_M,Students Enrolled in at least one AP Course: IDEA Male,,
AE,SCH_APENR_IDEA_F,Students Enrolled in at least one AP Course: IDEA Female,,
AF,SCH_APMATHENR_IND,AP Mathematics Enrollment Indicator: Are any students at this school enrolled in AP mathematics?,,
AG,SCH_APMATHENR_HI_M,Student Enrollment in AP Mathematics: Hispanic Male,,
AH,SCH_APMATHENR_HI_F,Student Enrollment in AP Mathematics: Hispanic Female,,
AI,SCH_APMATHENR_AM_M,Student Enrollment in AP Mathematics: American Indian/Alaska Native Male,,
AJ,SCH_APMATHENR_AM_F,Student Enrollment in AP Mathematics: American Indian/Alaska Native Female,,
AK,SCH_APMATHENR_AS_M,Student Enrollment in AP Mathematics: Asian Male,,
AL,SCH_APMATHENR_AS_F,Student Enrollment in AP Mathematics: Asian Female,,
AM,SCH_APMATHENR_HP_M,Student Enrollment in AP Mathematics: Native Hawaiian/Pacific Islander Male,,
AN,SCH_APMATHENR_HP_F,Student Enrollment in AP Mathematics: Native Hawaiian/Pacific Islander Female,,
AO,SCH_APMATHENR_BL_M,Student Enrollment in AP Mathematics: Black Male,,
AP,SCH_APMATHENR_BL_F,Student Enrollment in AP Mathematics: Black Female,,
AQ,SCH_APMATHENR_WH_M,Student Enrollment in AP Mathematics: White Male,,
AR,SCH_APMATHENR_WH_F,Student Enrollment in AP Mathematics: White Female,,
AS,SCH_APMATHENR_TR_M,Student Enrollment in AP Mathematics: Two or More Races Male,,
AT,SCH_APMATHENR_TR_F,Student Enrollment in AP Mathematics: Two or More Races Female,,
AU,TOT_APMATHENR_M,Student Enrollment in AP Mathematics: Calculated Male Total,,
AV,TOT_APMATHENR_F,Student Enrollment in AP Mathematics: Calculated Female Total,,
AW,SCH_APMATHENR_LEP_M,Student Enrollment in AP Mathematics: LEP Male,,
AX,SCH_APMATHENR_LEP_F,Student Enrollment in AP Mathematics: LEP Female,,
AY,SCH_APMATHENR_IDEA_M,Student Enrollment in AP Mathematics: IDEA Male,,
AZ,SCH_APMATHENR_IDEA_F,Student Enrollment in AP Mathematics: IDEA Female,,
BA,SCH_APSCIENR_IND,AP Science Enrollment Indicator: Are any students at this school enrolled in AP Science?,,
BB,SCH_APSCIENR_HI_M,Student Enrollment in AP Science: Hispanic Male,,
BC,SCH_APSCIENR_HI_F,Student Enrollment in AP Science: Hispanic Female,,
BD,SCH_APSCIENR_AM_M,Student Enrollment in AP Science: American Indian/Alaska Native Male,,
BE,SCH_APSCIENR_AM_F,Student Enrollment in AP Science: American Indian/Alaska Native Female,,
BF,SCH_APSCIENR_AS_M,Student Enrollment in AP Science: Asian Male,,
BG,SCH_APSCIENR_AS_F,Student Enrollment in AP Science: Asian Female,,
BH,SCH_APSCIENR_HP_M,Student Enrollment in AP Science: Native Hawaiian/Pacific Islander Male,,
BI,SCH_APSCIENR_HP_F,Student Enrollment in AP Science: Native Hawaiian/Pacific Islander Female,,
BJ,SCH_APSCIENR_BL_M,Student Enrollment in AP Science: Black Male,,
BK,SCH_APSCIENR_BL_F,Student Enrollment in AP Science: Black Female,,
BL,SCH_APSCIENR_WH_M,Student Enrollment in AP Science: White Male,,
BM,SCH_APSCIENR_WH_F,Student Enrollment in AP Science: White Female,,
BN,SCH_APSCIENR_TR_M,Student Enrollment in AP Science: Two or More Races Male,,
BO,SCH_APSCIENR_TR_F,Student Enrollment in AP Science: Two or More Races Female,,
BP,TOT_APSCIENR_M,Student Enrollment in AP Science: Calculated Male Total,,
BQ,TOT_APSCIENR_F,Student Enrollment in AP Science: Calculated Female Total,,
BR,SCH_APSCIENR_LEP_M,Student Enrollment in AP Science: LEP Male,,
BS,SCH_APSCIENR_LEP_F,Student Enrollment in AP Science: LEP Female,,
BT,SCH_APSCIENR_IDEA_M,Student Enrollment in AP Science: IDEA Male,,
BU,SCH_APSCIENR_IDEA_F,Student Enrollment in AP Science: IDEA Female,,
BV,SCH_APOTHENR_IND,AP Other Subjects Enrollment Indicator: Are any students at this school enrolled in other AP subjects?,,
BW,SCH_APOTHENR_HI_M,Students Enrollment in Other AP Subjects: Hispanic Male,,
BX,SCH_APOTHENR_HI_F,Students Enrollment in Other AP Subjects: Hispanic Female,,
BY,SCH_APOTHENR_AM_M,Students Enrollment in Other AP Subjects: American Indian/Alaska Native Male,,
BZ,SCH_APOTHENR_AM_F,Students Enrollment in Other AP Subjects: American Indian/Alaska Native Female,,
CA,SCH_APOTHENR_AS_M,Students Enrollment in Other AP Subjects: Asian Male,,
CB,SCH_APOTHENR_AS_F,Students Enrollment in Other AP Subjects: Asian Female,,
CC,SCH_APOTHENR_HP_M,Students Enrollment in Other AP Subjects: Native Hawaiian/Pacific Islander Male,,
CD,SCH_APOTHENR_HP_F,Students Enrollment in Other AP Subjects: Native Hawaiian/Pacific Islander Female,,
CE,SCH_APOTHENR_BL_M,Students Enrollment in Other AP Subjects: Black Male,,
CF,SCH_APOTHENR_BL_F,Students Enrollment in Other AP Subjects: Black Female,,
CG,SCH_APOTHENR_WH_M,Students Enrollment in Other AP Subjects: White Male,,
CH,SCH_APOTHENR_WH_F,Students Enrollment in Other AP Subjects: White Female,,
CI,SCH_APOTHENR_TR_M,Students Enrollment in Other AP Subjects: Two or More Races Male,,
CJ,SCH_APOTHENR_TR_F,Students Enrollment in Other AP Subjects: Two or More Races Female,,
CK,TOT_APOTHENR_M,Students Enrollment in Other AP Subjects: Calculated Male Total,,
CL,TOT_APOTHENR_F,Students Enrollment in Other AP Subjects: Calculated Female Total,,
CM,SCH_APOTHENR_LEP_M,Students Enrollment in Other AP Subjects: LEP Male,,
CN,SCH_APOTHENR_LEP_F,Students Enrollment in Other AP Subjects: LEP Female,,
CO,SCH_APOTHENR_IDEA_M,Students Enrollment in Other AP Subjects: IDEA Male,,
CP,SCH_APOTHENR_IDEA_F,Students Enrollment in Other AP Subjects: IDEA Female,,
CQ,SCH_APEXAM_ONEORMORE_HI_M,Students who took one or more AP exams: Hispanic Male,,
CR,SCH_APEXAM_ONEORMORE_HI_F,Students who took one or more AP exams: Hispanic Female,,
CS,SCH_APEXAM_ONEORMORE_AM_M,Students who took one or more AP exams: American Indian/Alaska Native Male,,
CT,SCH_APEXAM_ONEORMORE_AM_F,Students who took one or more AP exams: American Indian/Alaska Native Female,,
CU,SCH_APEXAM_ONEORMORE_AS_M,Students who took one or more AP exams: Asian Male,,
CV,SCH_APEXAM_ONEORMORE_AS_F,Students who took one or more AP exams: Asian Female,,
CW,SCH_APEXAM_ONEORMORE_HP_M,Students who took one or more AP exams: Native Hawaiian/Pacific Islander Male,,
CX,SCH_APEXAM_ONEORMORE_HP_F,Students who took one or more AP exams: Native Hawaiian/Pacific Islander Female,,
CY,SCH_APEXAM_ONEORMORE_BL_M,Students who took one or more AP exams: Black Male,,
CZ,SCH_APEXAM_ONEORMORE_BL_F,Students who took one or more AP exams: Black Female,,
DA,SCH_APEXAM_ONEORMORE_WH_M,Students who took one or more AP exams: White Male,,
DB,SCH_APEXAM_ONEORMORE_WH_F,Students who took one or more AP exams: White Female,,
DC,SCH_APEXAM_ONEORMORE_TR_M,Students who took one or more AP exams: Two or More Races Male,,
DD,SCH_APEXAM_ONEORMORE_TR_F,Students who took one or more AP exams: Two or More Races Female,,
DE,TOT_APEXAM_ONEORMORE_M,Total number of students who Took some AP exams: Calculated Male Total,,
DF,TOT_APEXAM_ONEORMORE_F,Total number of students who Took some AP exams: Calculated Female Total,,
DG,SCH_APEXAM_ONEORMORE_LEP_M,Students who took one or more AP exams: LEP Male,,
DH,SCH_APEXAM_ONEORMORE_LEP_F,Students who took one or more AP exams: LEP Female,,
DI,SCH_APEXAM_ONEORMORE_IDEA_M,Students who took one or more AP exams: IDEA Male,,
DJ,SCH_APEXAM_ONEORMORE_IDEA_F,Students who took one or more AP exams: IDEA Female,,
DK,SCH_APEXAM_NONE_HI_M,Students who took no AP Exams: Hispanic Male,,
DL,SCH_APEXAM_NONE_HI_F,Students who took no AP Exams: Hispanic Female,,
DM,SCH_APEXAM_NONE_AM_M,Students who took no AP Exams: American Indian/Alaska Native Male,,
DN,SCH_APEXAM_NONE_AM_F,Students who took no AP Exams: American Indian/Alaska Native Female,,
DO,SCH_APEXAM_NONE_AS_M,Students who took no AP Exams: Asian Male,,
DP,SCH_APEXAM_NONE_AS_F,Students who took no AP Exams: Asian Female,,
DQ,SCH_APEXAM_NONE_HP_M,Students who took no AP Exams: Native Hawaiian/Pacific Islander Male,,
DR,SCH_APEXAM_NONE_HP_F,Students who took no AP Exams: Native Hawaiian/Pacific Islander Female,,
DS,SCH_APEXAM_NONE_BL_M,Students who took no AP Exams: Black Male,,
DT,SCH_APEXAM_NONE_BL_F,Students who took no AP Exams: Black Female,,
DU,SCH_APEXAM_NONE_WH_M,Students who took no AP Exams: White Male,,
DV,SCH_APEXAM_NONE_WH_F,Students who took no AP Exams: White Female,,
DW,SCH_APEXAM_NONE_TR_M,Students who took no AP Exams: Two or More Races Male,,
DX,SCH_APEXAM_NONE_TR_F,Students who took no AP Exams: Two or More Races Female,,
DY,TOT_APEXAM_NONE_M,Total Number of Students who did not take any AP exams: Calculated Male Total,,
DZ,TOT_APEXAM_NONE_F,Total Number of Students who did not take any AP exams: Calculated Female Total,,
EA,SCH_APEXAM_NONE_LEP_M,Students who took no AP Exams: LEP Male,,
EB,SCH_APEXAM_NONE_LEP_F,Students who took no AP Exams: LEP Female,,
EC,SCH_APEXAM_NONE_IDEA_M,Students who took no AP Exams: IDEA Male,,
ED,SCH_APEXAM_NONE_IDEA_F,Students who took no AP Exams: IDEA Female,,

Column Finder,Field Name,Field Description,,
A,LEA_STATE,District State Abbreviation,,
B,LEA_STATE_NAME,District State Name,,
C,LEAID,7 Digit LEAID District Identification Code,,
D,LEA_NAME,District Name,,
E,SCHID,5 Digit School Identification Code,,
F,SCH_NAME,School Name,,
G,COMBOKEY,7 Digit LEAID District Identification Code+5 Digit School Identification Code,,
H,JJ,"Juvenile Justice Facility: ""Yes"" indicates a long-term secure facility; ""No"" indicates not a JJ facility",,
I,SCH_ALGCLASSES_GS0708,"Classes in Algebra I in Middle School (grades 7-8, UG Middle School Age)",,
J,SCH_ALGCERT_GS0708,Number of  Middle School Algebra I Classes Taught by Teachers Certified in Mathematics,,
K,SCH_ALGENR_G07_IND,Enrollment Indicator: Algebra I (Grade 7),,
L,SCH_ALGENR_G07,Student Enrollment in Algebra I (Grade 7): Total,,
M,SCH_ALGENR_G08_IND,Does this school have any students enrolled in Algebra I in grade 8?,,
N,SCH_ALGENR_G08_HI_M,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Hispanic Male",,
O,SCH_ALGENR_G08_HI_F,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Hispanic Female",,
P,SCH_ALGENR_G08_AM_M,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): American Indian/Alaska Native Male",,
Q,SCH_ALGENR_G08_AM_F,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): American Indian/Alaska Native Female",,
R,SCH_ALGENR_G08_AS_M,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Asian Male",,
S,SCH_ALGENR_G08_AS_F,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Asian Female",,
T,SCH_ALGENR_G08_HP_M,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Native Hawaiian/Pacific Islander Male",,
U,SCH_ALGENR_G08_HP_F,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Native Hawaiian/Pacific Islander Female",,
V,SCH_ALGENR_G08_BL_M,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Black Male",,
W,SCH_ALGENR_G08_BL_F,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Black Female",,
X,SCH_ALGENR_G08_WH_M,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): White Male",,
Y,SCH_ALGENR_G08_WH_F,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): White Female",,
Z,SCH_ALGENR_G08_TR_M,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Two or More Races Male",,
AA,SCH_ALGENR_G08_TR_F,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Two or More Races Female",,
AB,TOT_ALGENR_G08_M,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Calculated Male Total",,
AC,TOT_ALGENR_G08_F,"Student Enrollment in Algebra I (Grade 8, UG Middle School Age): Calculated Female Total",,
